DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20080111,11-Jan-08,6,Friday,Viernes,Vendredi,11,11,2,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080112,12-Jan-08,7,Saturday,Sábado,Samedi,12,12,2,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080113,13-Jan-08,1,Sunday,Domingo,Dimanche,13,13,3,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080114,14-Jan-08,2,Monday,Lunes,Lundi,14,14,3,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080115,15-Jan-08,3,Tuesday,Martes,Mardi,15,15,3,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080116,16-Jan-08,4,Wednesday,Miércoles,Mercredi,16,16,3,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080117,17-Jan-08,5,Thursday,Jueves,Jeudi,17,17,3,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080118,18-Jan-08,6,Friday,Viernes,Vendredi,18,18,3,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080119,19-Jan-08,7,Saturday,Sábado,Samedi,19,19,3,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080120,20-Jan-08,1,Sunday,Domingo,Dimanche,20,20,4,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080121,21-Jan-08,2,Monday,Lunes,Lundi,21,21,4,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080122,22-Jan-08,3,Tuesday,Martes,Mardi,22,22,4,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080123,23-Jan-08,4,Wednesday,Miércoles,Mercredi,23,23,4,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080124,24-Jan-08,5,Thursday,Jueves,Jeudi,24,24,4,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080125,25-Jan-08,6,Friday,Viernes,Vendredi,25,25,4,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080126,26-Jan-08,7,Saturday,Sábado,Samedi,26,26,4,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080127,27-Jan-08,1,Sunday,Domingo,Dimanche,27,27,5,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080128,28-Jan-08,2,Monday,Lunes,Lundi,28,28,5,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080129,29-Jan-08,3,Tuesday,Martes,Mardi,29,29,5,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080130,30-Jan-08,4,Wednesday,Miércoles,Mercredi,30,30,5,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080131,31-Jan-08,5,Thursday,Jueves,Jeudi,31,31,5,January,Enero,Janvier,1,1,2008,1,3,2008,2
20080201,01-Feb-08,6,Friday,Viernes,Vendredi,1,32,5,February,Febrero,Février,2,1,2008,1,3,2008,2
20080202,02-Feb-08,7,Saturday,Sábado,Samedi,2,33,5,February,Febrero,Février,2,1,2008,1,3,2008,2
20080203,03-Feb-08,1,Sunday,Domingo,Dimanche,3,34,6,February,Febrero,Février,2,1,2008,1,3,2008,2
20080204,04-Feb-08,2,Monday,Lunes,Lundi,4,35,6,February,Febrero,Février,2,1,2008,1,3,2008,2
20080205,05-Feb-08,3,Tuesday,Martes,Mardi,5,36,6,February,Febrero,Février,2,1,2008,1,3,2008,2
20080206,06-Feb-08,4,Wednesday,Miércoles,Mercredi,6,37,6,February,Febrero,Février,2,1,2008,1,3,2008,2
20080207,07-Feb-08,5,Thursday,Jueves,Jeudi,7,38,6,February,Febrero,Février,2,1,2008,1,3,2008,2
20080208,08-Feb-08,6,Friday,Viernes,Vendredi,8,39,6,February,Febrero,Février,2,1,2008,1,3,2008,2
20080209,09-Feb-08,7,Saturday,Sábado,Samedi,9,40,6,February,Febrero,Février,2,1,2008,1,3,2008,2
20080210,10-Feb-08,1,Sunday,Domingo,Dimanche,10,41,7,February,Febrero,Février,2,1,2008,1,3,2008,2
20080211,11-Feb-08,2,Monday,Lunes,Lundi,11,42,7,February,Febrero,Février,2,1,2008,1,3,2008,2
20080212,12-Feb-08,3,Tuesday,Martes,Mardi,12,43,7,February,Febrero,Février,2,1,2008,1,3,2008,2
20080213,13-Feb-08,4,Wednesday,Miércoles,Mercredi,13,44,7,February,Febrero,Février,2,1,2008,1,3,2008,2
20080214,14-Feb-08,5,Thursday,Jueves,Jeudi,14,45,7,February,Febrero,Février,2,1,2008,1,3,2008,2
20080215,15-Feb-08,6,Friday,Viernes,Vendredi,15,46,7,February,Febrero,Février,2,1,2008,1,3,2008,2
20080216,16-Feb-08,7,Saturday,Sábado,Samedi,16,47,7,February,Febrero,Février,2,1,2008,1,3,2008,2
20080217,17-Feb-08,1,Sunday,Domingo,Dimanche,17,48,8,February,Febrero,Février,2,1,2008,1,3,2008,2
20080218,18-Feb-08,2,Monday,Lunes,Lundi,18,49,8,February,Febrero,Février,2,1,2008,1,3,2008,2
20080219,19-Feb-08,3,Tuesday,Martes,Mardi,19,50,8,February,Febrero,Février,2,1,2008,1,3,2008,2
20080220,20-Feb-08,4,Wednesday,Miércoles,Mercredi,20,51,8,February,Febrero,Février,2,1,2008,1,3,2008,2
20080221,21-Feb-08,5,Thursday,Jueves,Jeudi,21,52,8,February,Febrero,Février,2,1,2008,1,3,2008,2
20080222,22-Feb-08,6,Friday,Viernes,Vendredi,22,53,8,February,Febrero,Février,2,1,2008,1,3,2008,2
20080223,23-Feb-08,7,Saturday,Sábado,Samedi,23,54,8,February,Febrero,Février,2,1,2008,1,3,2008,2
20080224,24-Feb-08,1,Sunday,Domingo,Dimanche,24,55,9,February,Febrero,Février,2,1,2008,1,3,2008,2
20080225,25-Feb-08,2,Monday,Lunes,Lundi,25,56,9,February,Febrero,Février,2,1,2008,1,3,2008,2
20080226,26-Feb-08,3,Tuesday,Martes,Mardi,26,57,9,February,Febrero,Février,2,1,2008,1,3,2008,2
20080227,27-Feb-08,4,Wednesday,Miércoles,Mercredi,27,58,9,February,Febrero,Février,2,1,2008,1,3,2008,2
20080228,28-Feb-08,5,Thursday,Jueves,Jeudi,28,59,9,February,Febrero,Février,2,1,2008,1,3,2008,2
20080229,29-Feb-08,6,Friday,Viernes,Vendredi,29,60,9,February,Febrero,Février,2,1,2008,1,3,2008,2
20080301,01-Mar-08,7,Saturday,Sábado,Samedi,1,61,9,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080302,02-Mar-08,1,Sunday,Domingo,Dimanche,2,62,10,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080303,03-Mar-08,2,Monday,Lunes,Lundi,3,63,10,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080304,04-Mar-08,3,Tuesday,Martes,Mardi,4,64,10,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080305,05-Mar-08,4,Wednesday,Miércoles,Mercredi,5,65,10,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080306,06-Mar-08,5,Thursday,Jueves,Jeudi,6,66,10,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080307,07-Mar-08,6,Friday,Viernes,Vendredi,7,67,10,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080308,08-Mar-08,7,Saturday,Sábado,Samedi,8,68,10,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080309,09-Mar-08,1,Sunday,Domingo,Dimanche,9,69,11,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080310,10-Mar-08,2,Monday,Lunes,Lundi,10,70,11,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080311,11-Mar-08,3,Tuesday,Martes,Mardi,11,71,11,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080312,12-Mar-08,4,Wednesday,Miércoles,Mercredi,12,72,11,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080313,13-Mar-08,5,Thursday,Jueves,Jeudi,13,73,11,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080314,14-Mar-08,6,Friday,Viernes,Vendredi,14,74,11,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080315,15-Mar-08,7,Saturday,Sábado,Samedi,15,75,11,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080316,16-Mar-08,1,Sunday,Domingo,Dimanche,16,76,12,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080317,17-Mar-08,2,Monday,Lunes,Lundi,17,77,12,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080318,18-Mar-08,3,Tuesday,Martes,Mardi,18,78,12,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080319,19-Mar-08,4,Wednesday,Miércoles,Mercredi,19,79,12,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080320,20-Mar-08,5,Thursday,Jueves,Jeudi,20,80,12,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080321,21-Mar-08,6,Friday,Viernes,Vendredi,21,81,12,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080322,22-Mar-08,7,Saturday,Sábado,Samedi,22,82,12,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080323,23-Mar-08,1,Sunday,Domingo,Dimanche,23,83,13,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080324,24-Mar-08,2,Monday,Lunes,Lundi,24,84,13,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080325,25-Mar-08,3,Tuesday,Martes,Mardi,25,85,13,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080326,26-Mar-08,4,Wednesday,Miércoles,Mercredi,26,86,13,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080327,27-Mar-08,5,Thursday,Jueves,Jeudi,27,87,13,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080328,28-Mar-08,6,Friday,Viernes,Vendredi,28,88,13,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080329,29-Mar-08,7,Saturday,Sábado,Samedi,29,89,13,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080330,30-Mar-08,1,Sunday,Domingo,Dimanche,30,90,14,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080331,31-Mar-08,2,Monday,Lunes,Lundi,31,91,14,March,Marzo,Mars,3,1,2008,1,3,2008,2
20080401,01-Apr-08,3,Tuesday,Martes,Mardi,1,92,14,April,Abril,Avril,4,2,2008,1,4,2008,2
20080402,02-Apr-08,4,Wednesday,Miércoles,Mercredi,2,93,14,April,Abril,Avril,4,2,2008,1,4,2008,2
20080403,03-Apr-08,5,Thursday,Jueves,Jeudi,3,94,14,April,Abril,Avril,4,2,2008,1,4,2008,2
20080404,04-Apr-08,6,Friday,Viernes,Vendredi,4,95,14,April,Abril,Avril,4,2,2008,1,4,2008,2
20080405,05-Apr-08,7,Saturday,Sábado,Samedi,5,96,14,April,Abril,Avril,4,2,2008,1,4,2008,2
20080406,06-Apr-08,1,Sunday,Domingo,Dimanche,6,97,15,April,Abril,Avril,4,2,2008,1,4,2008,2
20080407,07-Apr-08,2,Monday,Lunes,Lundi,7,98,15,April,Abril,Avril,4,2,2008,1,4,2008,2
20080408,08-Apr-08,3,Tuesday,Martes,Mardi,8,99,15,April,Abril,Avril,4,2,2008,1,4,2008,2
20080409,09-Apr-08,4,Wednesday,Miércoles,Mercredi,9,100,15,April,Abril,Avril,4,2,2008,1,4,2008,2
20080410,10-Apr-08,5,Thursday,Jueves,Jeudi,10,101,15,April,Abril,Avril,4,2,2008,1,4,2008,2
20080411,11-Apr-08,6,Friday,Viernes,Vendredi,11,102,15,April,Abril,Avril,4,2,2008,1,4,2008,2
20080412,12-Apr-08,7,Saturday,Sábado,Samedi,12,103,15,April,Abril,Avril,4,2,2008,1,4,2008,2
20080413,13-Apr-08,1,Sunday,Domingo,Dimanche,13,104,16,April,Abril,Avril,4,2,2008,1,4,2008,2
20080414,14-Apr-08,2,Monday,Lunes,Lundi,14,105,16,April,Abril,Avril,4,2,2008,1,4,2008,2
20080415,15-Apr-08,3,Tuesday,Martes,Mardi,15,106,16,April,Abril,Avril,4,2,2008,1,4,2008,2
20080416,16-Apr-08,4,Wednesday,Miércoles,Mercredi,16,107,16,April,Abril,Avril,4,2,2008,1,4,2008,2
20080417,17-Apr-08,5,Thursday,Jueves,Jeudi,17,108,16,April,Abril,Avril,4,2,2008,1,4,2008,2
20080418,18-Apr-08,6,Friday,Viernes,Vendredi,18,109,16,April,Abril,Avril,4,2,2008,1,4,2008,2
20080419,19-Apr-08,7,Saturday,Sábado,Samedi,19,110,16,April,Abril,Avril,4,2,2008,1,4,2008,2
20080420,20-Apr-08,1,Sunday,Domingo,Dimanche,20,111,17,April,Abril,Avril,4,2,2008,1,4,2008,2
20080421,21-Apr-08,2,Monday,Lunes,Lundi,21,112,17,April,Abril,Avril,4,2,2008,1,4,2008,2
20080422,22-Apr-08,3,Tuesday,Martes,Mardi,22,113,17,April,Abril,Avril,4,2,2008,1,4,2008,2
20080423,23-Apr-08,4,Wednesday,Miércoles,Mercredi,23,114,17,April,Abril,Avril,4,2,2008,1,4,2008,2
20080424,24-Apr-08,5,Thursday,Jueves,Jeudi,24,115,17,April,Abril,Avril,4,2,2008,1,4,2008,2
20080425,25-Apr-08,6,Friday,Viernes,Vendredi,25,116,17,April,Abril,Avril,4,2,2008,1,4,2008,2
20080426,26-Apr-08,7,Saturday,Sábado,Samedi,26,117,17,April,Abril,Avril,4,2,2008,1,4,2008,2
20080427,27-Apr-08,1,Sunday,Domingo,Dimanche,27,118,18,April,Abril,Avril,4,2,2008,1,4,2008,2
20080428,28-Apr-08,2,Monday,Lunes,Lundi,28,119,18,April,Abril,Avril,4,2,2008,1,4,2008,2
20080429,29-Apr-08,3,Tuesday,Martes,Mardi,29,120,18,April,Abril,Avril,4,2,2008,1,4,2008,2
20080430,30-Apr-08,4,Wednesday,Miércoles,Mercredi,30,121,18,April,Abril,Avril,4,2,2008,1,4,2008,2
20080501,01-May-08,5,Thursday,Jueves,Jeudi,1,122,18,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080502,02-May-08,6,Friday,Viernes,Vendredi,2,123,18,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080503,03-May-08,7,Saturday,Sábado,Samedi,3,124,18,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080504,04-May-08,1,Sunday,Domingo,Dimanche,4,125,19,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080505,05-May-08,2,Monday,Lunes,Lundi,5,126,19,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080506,06-May-08,3,Tuesday,Martes,Mardi,6,127,19,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080507,07-May-08,4,Wednesday,Miércoles,Mercredi,7,128,19,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080508,08-May-08,5,Thursday,Jueves,Jeudi,8,129,19,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080509,09-May-08,6,Friday,Viernes,Vendredi,9,130,19,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080510,10-May-08,7,Saturday,Sábado,Samedi,10,131,19,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080511,11-May-08,1,Sunday,Domingo,Dimanche,11,132,20,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080512,12-May-08,2,Monday,Lunes,Lundi,12,133,20,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080513,13-May-08,3,Tuesday,Martes,Mardi,13,134,20,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080514,14-May-08,4,Wednesday,Miércoles,Mercredi,14,135,20,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080515,15-May-08,5,Thursday,Jueves,Jeudi,15,136,20,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080516,16-May-08,6,Friday,Viernes,Vendredi,16,137,20,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080517,17-May-08,7,Saturday,Sábado,Samedi,17,138,20,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080518,18-May-08,1,Sunday,Domingo,Dimanche,18,139,21,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080519,19-May-08,2,Monday,Lunes,Lundi,19,140,21,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080520,20-May-08,3,Tuesday,Martes,Mardi,20,141,21,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080521,21-May-08,4,Wednesday,Miércoles,Mercredi,21,142,21,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080522,22-May-08,5,Thursday,Jueves,Jeudi,22,143,21,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080523,23-May-08,6,Friday,Viernes,Vendredi,23,144,21,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080524,24-May-08,7,Saturday,Sábado,Samedi,24,145,21,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080525,25-May-08,1,Sunday,Domingo,Dimanche,25,146,22,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080526,26-May-08,2,Monday,Lunes,Lundi,26,147,22,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080527,27-May-08,3,Tuesday,Martes,Mardi,27,148,22,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080528,28-May-08,4,Wednesday,Miércoles,Mercredi,28,149,22,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080529,29-May-08,5,Thursday,Jueves,Jeudi,29,150,22,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080530,30-May-08,6,Friday,Viernes,Vendredi,30,151,22,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080531,31-May-08,7,Saturday,Sábado,Samedi,31,152,22,May,Mayo,Mai,5,2,2008,1,4,2008,2
20080601,01-Jun-08,1,Sunday,Domingo,Dimanche,1,153,23,June,Junio,Juin,6,2,2008,1,4,2008,2
20080602,02-Jun-08,2,Monday,Lunes,Lundi,2,154,23,June,Junio,Juin,6,2,2008,1,4,2008,2
20080603,03-Jun-08,3,Tuesday,Martes,Mardi,3,155,23,June,Junio,Juin,6,2,2008,1,4,2008,2
20080604,04-Jun-08,4,Wednesday,Miércoles,Mercredi,4,156,23,June,Junio,Juin,6,2,2008,1,4,2008,2
20080605,05-Jun-08,5,Thursday,Jueves,Jeudi,5,157,23,June,Junio,Juin,6,2,2008,1,4,2008,2
20080606,06-Jun-08,6,Friday,Viernes,Vendredi,6,158,23,June,Junio,Juin,6,2,2008,1,4,2008,2
20080607,07-Jun-08,7,Saturday,Sábado,Samedi,7,159,23,June,Junio,Juin,6,2,2008,1,4,2008,2
20080608,08-Jun-08,1,Sunday,Domingo,Dimanche,8,160,24,June,Junio,Juin,6,2,2008,1,4,2008,2
20080609,09-Jun-08,2,Monday,Lunes,Lundi,9,161,24,June,Junio,Juin,6,2,2008,1,4,2008,2
20080610,10-Jun-08,3,Tuesday,Martes,Mardi,10,162,24,June,Junio,Juin,6,2,2008,1,4,2008,2
20080611,11-Jun-08,4,Wednesday,Miércoles,Mercredi,11,163,24,June,Junio,Juin,6,2,2008,1,4,2008,2
20080612,12-Jun-08,5,Thursday,Jueves,Jeudi,12,164,24,June,Junio,Juin,6,2,2008,1,4,2008,2
20080613,13-Jun-08,6,Friday,Viernes,Vendredi,13,165,24,June,Junio,Juin,6,2,2008,1,4,2008,2
20080614,14-Jun-08,7,Saturday,Sábado,Samedi,14,166,24,June,Junio,Juin,6,2,2008,1,4,2008,2
20080615,15-Jun-08,1,Sunday,Domingo,Dimanche,15,167,25,June,Junio,Juin,6,2,2008,1,4,2008,2
20080616,16-Jun-08,2,Monday,Lunes,Lundi,16,168,25,June,Junio,Juin,6,2,2008,1,4,2008,2
20080617,17-Jun-08,3,Tuesday,Martes,Mardi,17,169,25,June,Junio,Juin,6,2,2008,1,4,2008,2
20080618,18-Jun-08,4,Wednesday,Miércoles,Mercredi,18,170,25,June,Junio,Juin,6,2,2008,1,4,2008,2
20080619,19-Jun-08,5,Thursday,Jueves,Jeudi,19,171,25,June,Junio,Juin,6,2,2008,1,4,2008,2
20080620,20-Jun-08,6,Friday,Viernes,Vendredi,20,172,25,June,Junio,Juin,6,2,2008,1,4,2008,2
20080621,21-Jun-08,7,Saturday,Sábado,Samedi,21,173,25,June,Junio,Juin,6,2,2008,1,4,2008,2
20080622,22-Jun-08,1,Sunday,Domingo,Dimanche,22,174,26,June,Junio,Juin,6,2,2008,1,4,2008,2
20080623,23-Jun-08,2,Monday,Lunes,Lundi,23,175,26,June,Junio,Juin,6,2,2008,1,4,2008,2
20080624,24-Jun-08,3,Tuesday,Martes,Mardi,24,176,26,June,Junio,Juin,6,2,2008,1,4,2008,2
20080625,25-Jun-08,4,Wednesday,Miércoles,Mercredi,25,177,26,June,Junio,Juin,6,2,2008,1,4,2008,2
20080626,26-Jun-08,5,Thursday,Jueves,Jeudi,26,178,26,June,Junio,Juin,6,2,2008,1,4,2008,2
20080627,27-Jun-08,6,Friday,Viernes,Vendredi,27,179,26,June,Junio,Juin,6,2,2008,1,4,2008,2
20080628,28-Jun-08,7,Saturday,Sábado,Samedi,28,180,26,June,Junio,Juin,6,2,2008,1,4,2008,2
20080629,29-Jun-08,1,Sunday,Domingo,Dimanche,29,181,27,June,Junio,Juin,6,2,2008,1,4,2008,2
20080630,30-Jun-08,2,Monday,Lunes,Lundi,30,182,27,June,Junio,Juin,6,2,2008,1,4,2008,2
20080701,01-Jul-08,3,Tuesday,Martes,Mardi,1,183,27,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080702,02-Jul-08,4,Wednesday,Miércoles,Mercredi,2,184,27,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080703,03-Jul-08,5,Thursday,Jueves,Jeudi,3,185,27,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080704,04-Jul-08,6,Friday,Viernes,Vendredi,4,186,27,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080705,05-Jul-08,7,Saturday,Sábado,Samedi,5,187,27,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080706,06-Jul-08,1,Sunday,Domingo,Dimanche,6,188,28,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080707,07-Jul-08,2,Monday,Lunes,Lundi,7,189,28,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080708,08-Jul-08,3,Tuesday,Martes,Mardi,8,190,28,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080709,09-Jul-08,4,Wednesday,Miércoles,Mercredi,9,191,28,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080710,10-Jul-08,5,Thursday,Jueves,Jeudi,10,192,28,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080711,11-Jul-08,6,Friday,Viernes,Vendredi,11,193,28,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080712,12-Jul-08,7,Saturday,Sábado,Samedi,12,194,28,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080713,13-Jul-08,1,Sunday,Domingo,Dimanche,13,195,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080714,14-Jul-08,2,Monday,Lunes,Lundi,14,196,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080715,15-Jul-08,3,Tuesday,Martes,Mardi,15,197,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080716,16-Jul-08,4,Wednesday,Miércoles,Mercredi,16,198,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080717,17-Jul-08,5,Thursday,Jueves,Jeudi,17,199,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080718,18-Jul-08,6,Friday,Viernes,Vendredi,18,200,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080719,19-Jul-08,7,Saturday,Sábado,Samedi,19,201,29,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080720,20-Jul-08,1,Sunday,Domingo,Dimanche,20,202,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080721,21-Jul-08,2,Monday,Lunes,Lundi,21,203,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080722,22-Jul-08,3,Tuesday,Martes,Mardi,22,204,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080723,23-Jul-08,4,Wednesday,Miércoles,Mercredi,23,205,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080724,24-Jul-08,5,Thursday,Jueves,Jeudi,24,206,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080725,25-Jul-08,6,Friday,Viernes,Vendredi,25,207,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080726,26-Jul-08,7,Saturday,Sábado,Samedi,26,208,30,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080727,27-Jul-08,1,Sunday,Domingo,Dimanche,27,209,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080728,28-Jul-08,2,Monday,Lunes,Lundi,28,210,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080729,29-Jul-08,3,Tuesday,Martes,Mardi,29,211,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080730,30-Jul-08,4,Wednesday,Miércoles,Mercredi,30,212,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080731,31-Jul-08,5,Thursday,Jueves,Jeudi,31,213,31,July,Julio,Juillet,7,3,2008,2,1,2009,1
20080801,01-Aug-08,6,Friday,Viernes,Vendredi,1,214,31,August,Agosto,Août,8,3,2008,2,1,2009,1
20080802,02-Aug-08,7,Saturday,Sábado,Samedi,2,215,31,August,Agosto,Août,8,3,2008,2,1,2009,1
20080803,03-Aug-08,1,Sunday,Domingo,Dimanche,3,216,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080804,04-Aug-08,2,Monday,Lunes,Lundi,4,217,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080805,05-Aug-08,3,Tuesday,Martes,Mardi,5,218,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080806,06-Aug-08,4,Wednesday,Miércoles,Mercredi,6,219,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080807,07-Aug-08,5,Thursday,Jueves,Jeudi,7,220,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080808,08-Aug-08,6,Friday,Viernes,Vendredi,8,221,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080809,09-Aug-08,7,Saturday,Sábado,Samedi,9,222,32,August,Agosto,Août,8,3,2008,2,1,2009,1
20080810,10-Aug-08,1,Sunday,Domingo,Dimanche,10,223,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080811,11-Aug-08,2,Monday,Lunes,Lundi,11,224,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080812,12-Aug-08,3,Tuesday,Martes,Mardi,12,225,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080813,13-Aug-08,4,Wednesday,Miércoles,Mercredi,13,226,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080814,14-Aug-08,5,Thursday,Jueves,Jeudi,14,227,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080815,15-Aug-08,6,Friday,Viernes,Vendredi,15,228,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080816,16-Aug-08,7,Saturday,Sábado,Samedi,16,229,33,August,Agosto,Août,8,3,2008,2,1,2009,1
20080817,17-Aug-08,1,Sunday,Domingo,Dimanche,17,230,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080818,18-Aug-08,2,Monday,Lunes,Lundi,18,231,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080819,19-Aug-08,3,Tuesday,Martes,Mardi,19,232,34,August,Agosto,Août,8,3,2008,2,1,2009,1
20080820,20-Aug-08,4,Wednesday,Miércoles,Mercredi,20,233,34,August,Agosto,Août,8,3,2008,2,1,2009,1
